代號,名稱,年/月,  現金及約當現金,  不動產廠房及設備,資產總額,負債總額,  研究發展費,來自營運之現金流量,  購置不動產廠房設備（含預付）－CFI
6952,大武山,2026/06,"142,551","2,889,174","3,842,935","2,013,082","14,223","170,769","-227,765"
6953,家碩,2026/06,"1,587,905","445,135","3,183,997","1,539,367","79,563","370,102","-163,978"
6955,邦睿生技-創,2026/06,"196,640","12,552","722,889","66,173","35,496","34,935","-13,469"
6958,日盛台駿,2026/06,"1,946,876","11,469,437","74,000,586","63,283,797",0,"4,535,694","-2,057,315"
6959,兆捷科技,2026/06,"169,222","1,173,101","2,050,216","678,875","17,129","16,317","-92,578"
6961,旅天下,2026/06,"888,471","28,896","1,547,051","608,413",0,"-9,784","-1,073"
6962,奕力-KY,2026/06,"3,807,149","754,837","25,650,489","5,747,922","987,663","743,106","-32,073"
6963,品元,2026/06,"267,358","122,284","993,903","643,071","7,491","101,321","-32,131"
6967,汎瑋材料,2026/06,"321,866","119,195","1,311,569","495,099","22,055","78,518","-6,492"
6968,萬達寵物,2026/06,"282,377","364,408","3,533,148","2,214,469",0,"325,493","-53,286"
6969,成信實業*-創,2026/06,"102,622","593,083","1,118,148","632,988","11,933","-10,001","-4,247"
6971,惠民實業,2026/06,"343,575","763,964","3,194,443","2,297,719","1,455","-231,702","-12,716"
6972,博瑞達應材,2026/06,"280,104","296,862","2,132,788","1,618,883",0,"176,783",-427
6973,永立榮,2026/06,"451,113","83,252","755,060","76,487","45,983","-32,013","-5,548"
6976,育世博-KY,2026/06,"3,435,715","280,300","5,434,455","364,343","406,762","-369,009","-8,026"
6977,聯純,2026/06,"211,028","82,414","1,810,378","1,112,012","3,685","-54,640","-6,143"
6979,勝釩,2026/06,"102,454","165,824","404,267","219,212","20,532","25,153","-3,217"
6980,鐳洋科技,2026/06,"226,710","64,973","791,395","212,720","21,783","59,969",-298
6982,大井泵浦,2026/06,"211,631","1,565,738","2,962,208","2,089,053","38,199","95,193","-62,606"
6983,華洋精機,2026/06,"486,837","320,310","1,038,116","137,309","20,980","-43,727",-347
6984,ACpay,2026/06,"19,665","138,931","435,387","306,493","3,722","-67,145",-885
6986,和迅,2026/06,"417,818","113,541","1,178,887","109,950","47,034","66,920","-13,164"
6987,寶晶能源*,2026/06,"618,509","8,429,833","13,037,287","8,966,641",0,"201,567","-71,863"
6988,威力暘-創,2026/06,"274,784","534,596","1,263,459","568,498","50,204","-8,976","-169,530"
6990,華鉬,2026/06,"41,430","668,323","1,619,317","570,551","2,546","-25,799","-9,051"
6992,萬勝發科技,2026/06,"51,601","9,675","247,565","103,064","18,445","-34,829","-1,816"
6994,富威電力,2026/06,"269,457","2,525,964","7,183,896","4,508,845","15,173","80,993","-92,128"
6995,野獸國,2026/06,"155,432","35,625","1,060,185","637,575","31,245","47,359","-29,331"
6996,力領科技,2026/06,"638,872","119,477","3,465,726","763,476","218,191","411,993","-101,115"
6997,博弘,2026/06,"664,060","1,717","2,315,928","1,810,344","12,462","95,701",0
6999,瀚醫生技,2026/06,"100,029","41,194","313,911","55,140","9,462","11,972",-695
7402,邑錡,2026/06,"500,985","391,642","1,178,620","552,778","29,968","-7,014","-20,788"
7415,元澄半導體,2026/06,"1,187,780","113,389","1,702,454","56,206","26,408","-27,255","-54,818"
7418,香繼光,2026/06,"332,359","395,915","1,331,462","570,299",0,"106,532","-30,797"
7419,達勝,2026/06,"124,193","43,832","324,434","51,327","11,594","-1,608","-12,379"
7422,鴻林堂,2026/06,"194,227","13,901","478,583","35,118","7,859","7,117","-4,125"
7427,華上生醫,2026/06,"76,270","2,329","783,727","30,095","40,601","-49,974",0
7443,凡事康,2026/06,"104,144","212,591","605,687","338,985","4,476",486,"-14,866"
7455,樺緯物聯,2026/06,"502,854","38,961","1,042,771","388,253","40,385","-6,196","-2,237"
7507,環拓科技,2026/06,"162,194","1,609,382","2,065,123","893,468","14,223","-24,156","-34,275"
7516,清淨海,2026/06,"64,618","27,335","341,585","227,865","3,848","-8,354","-10,829"
7530,鋒魁科技,2026/06,"49,646","161,784","728,268","254,346","5,133","-27,487","-3,176"
7547,碩網,2026/06,"78,265","1,730","1,156,655","181,354","23,964","30,577",-921
7551,知識科技,2026/06,"56,513","46,986","142,006","69,187","2,632","-8,104",-98
7556,意德士,2026/06,"714,949","595,989","2,483,217","732,338","7,725","107,518","-91,638"
7558,群利,2026/06,"137,730","7,543","277,832","68,435","25,135","10,053","-5,199"
7561,光晟生技,2026/06,"109,210","160,536","564,093","133,023","8,724","9,022",-225
7562,博來科技,2026/06,"106,114","144,747","733,189","357,732","23,733","-35,286","-6,290"
7566,亞果遊艇,2026/06,"216,844","2,847,550","7,301,800","4,033,018",0,"34,775","-473,609"
7570,紫金堂,2026/06,"1,643","1,520","164,074","13,432",0,"-4,134",-452
7575,安美得,2026/06,"94,249","517,072","1,132,590","750,331","17,790","40,799","-12,824"
7578,利百景,2026/06,"298,181","5,553,538","7,798,341","5,362,349","2,359","-2,879","-278,694"
7583,國際海洋,2026/06,"245,816","724,207","1,566,877","824,562","3,202","101,069","-327,100"
7584,樂意,2026/06,"37,576","134,655","762,111","325,019","20,185","21,380",-169
7590,怡和國際,2026/06,"576,145","1,729,681","5,811,024","4,162,404","1,376","281,234","-51,821"
7595,世基生醫,2026/06,"87,584","532,968","920,399","660,106","6,743","24,445",-811
7607,通用幹細胞*,2026/06,"32,853","9,952","77,096","35,297","9,217","-31,779","-1,801"
7610,聯友金屬-創,2026/06,"803,675","1,842,931","6,578,665","3,447,835","5,350","38,384","-681,489"
7631,聚賢研發-創,2026/06,"450,246","220,629","1,896,260","974,008","9,172","-346,059","-80,022"
7642,昶瑞機電,2026/06,"239,933","1,020,543","1,528,024","576,888","10,350","-93,913","-54,296"
7660,元勛,2026/06,"59,028","272,325","914,252","378,010","6,222","-8,364","-10,989"
7669,碩正科技,2026/06,"200,142","338,471","964,476","389,813","1,872","59,499","-96,796"
7686,捷立康,2026/06,"463,039","59,676","1,343,353","75,447","18,040","-33,904","-23,287"
7689,大鵬科CLMX,2026/06,"404,528","2,241,942","6,048,739","4,362,221","186,343","122,994","-83,436"
7702,前端風電,2026/06,"72,380","934,987","1,501,729","793,559",0,"-112,937","-4,942"
7703,銳澤,2026/06,"913,871","570,542","3,461,402","1,437,984","5,164","-187,635","-313,654"
7704,明遠精密,2026/06,"464,869","274,780","1,349,136","175,285","19,832","96,519","-5,585"
7705,三商餐飲,2026/06,"422,148","1,617,530","3,945,936","2,445,996","4,021","383,304","-86,588"
7706,宏碁創達,2026/06,"94,914","2,746","255,537","117,973",0,"-2,395",0
7707,益芯科,2026/06,"899,160","4,175","1,199,846","493,652","53,410","121,589","-1,270"
7708,全家餐飲,2026/06,"663,514","224,557","2,029,710","1,026,088","2,152","215,583","-42,344"
7709,榮田,2026/06,"694,230","838,696","2,786,184","1,088,761","18,454","-126,180","-62,647"
7710,東擎科技,2026/06,"998,915","18,313","2,684,849","1,544,972","122,990","357,936","-60,574"
7711,永擎,2026/06,"1,485,237","38,636","15,980,163","10,554,557","640,971","-3,642,362","-5,976"
7712,博盛半導體,2026/06,"1,019,840","1,254,780","2,763,385","878,140","56,528","172,228","-9,302"
7713,威力德生醫,2026/06,"90,318","654,849","2,520,380","1,319,902",0,"148,559","-28,110"
7714,創泓科技,2026/06,"384,793","12,634","1,154,930","569,494","16,495","192,202","-6,602"
7715,裕山,2026/06,"198,252","156,260","1,567,585","667,163","10,181","40,546","-19,922"
7716,昱臺國際,2026/06,"196,536","148,942","765,599","285,934",0,"-7,072",-900
7718,友鋮,2026/06,"657,545","711,206","2,234,587","680,261","4,600","153,270","-22,342"
7719,碳基,2026/06,"283,981","20,039","494,691","55,907","8,189","-47,554","-5,485"
7721,微程式,2026/06,"251,018","516,201","1,705,106","416,008","43,685","74,386","-307,955"
7722,LINEPAY,2026/06,"9,828,215","369,764","25,342,990","14,337,396","56,494","267,502","-9,952"
7723,築間,2026/06,"102,674","1,626,385","3,624,794","2,987,377","15,821","62,579","-152,625"
7724,諾亞克,2026/06,"108,460","95,273","624,359","137,791","15,613","-15,147","-2,636"
7725,列特博,2026/06,"172,850","159,317","1,224,617","61,318","64,329","-87,765","-1,278"
7726,暄達,2026/06,"206,130","11,870","527,124","230,431","13,301","30,553","-2,713"
7728,光焱科技,2026/06,"729,315","44,544","957,676","235,813","36,679","12,517","-6,196"
7729,仲恩生醫,2026/06,"891,646","94,728","1,102,367","92,891","65,378","-109,925","-2,015"
7730,暉盛-創,2026/06,"471,152","259,634","1,285,386","309,609","14,303","39,804","-1,192"
7731,火星生技*,2026/06,"73,309","208,542","674,363","385,764",241,"-79,269","-1,435"
7732,金興精密,2026/06,"257,688","894,552","2,160,301","389,951","16,900","20,294","-59,735"
7734,印能科技,2026/06,"2,875,111","745,799","8,642,924","1,920,690","67,414","751,095","-28,127"
7735,台智雲,2026/06,"421,728","2,095","766,389","257,991","25,042","348,018",-642
7736,虎山,2026/06,"612,700","1,683,398","4,506,098","1,001,165","28,652","181,969","-212,224"
7737,凱鈿,2026/06,"160,106","8,074","311,659","210,799","53,501","-39,718","-1,010"
7738,東聯互動,2026/06,"1,889,503","1,045","2,515,396","629,701",0,"83,040",0
7740,熙特爾-創,2026/06,"1,297,745","919,424","6,892,989","5,094,861","22,930","-298,060","-176,083"
7742,天弘化,2026/06,"643,348","1,437,065","3,520,416","1,780,513","5,702","-16,658","-11,743"
7743,金利食安,2026/06,"391,069","389,134","1,111,536","365,765","3,452","-15,700","-22,237"
7744,崴寶,2026/06,"715,090","536,083","4,121,309","1,412,431","10,520","127,078","-5,805"
7745,紅陽,2026/06,"51,056","30,676","541,234","253,294",0,"-64,021","-2,048"
7747,昕奇雲端,2026/06,"641,578","3,443","1,456,603","461,172","3,958","183,505",-103
7748,鑫囍創業,2026/06,"129,848","332,411","733,750","449,436",0,"-27,092",-632
7750,新代,2026/06,"7,221,808","1,809,937","24,571,280","11,125,948","1,018,073","758,860","-235,479"
7751,竑騰,2026/06,"1,560,211","184,890","4,616,394","2,249,615","76,192","181,812","-67,500"
7752,世紀樺欣,2026/06,"2,422,604","6,237,699","11,504,817","5,823,044",0,"-138,103","-2,068,705"
7753,星亞,2026/06,"443,958","211,210","940,437","370,975","29,653","58,141","-6,685"
7754,安基生技,2026/06,"456,265","20,263","689,977","270,997","188,697","-181,175",-407
7756,多那之國際,2026/06,"188,407","677,307","1,555,235","1,078,186","4,364","63,600","-82,836"
7757,金色三麥,2026/06,"548,397","694,394","2,039,688","1,025,310","3,957","166,507","-78,585"
7758,睿騰能源,2026/06,"132,496","2,547","390,221","176,524","17,687","3,749","-1,102"
7759,視航生醫,2026/06,"349,820","2,227","445,243","27,355","49,140","-53,156",-130
7760,享溫馨,2026/06,"194,084","2,803,111","4,572,974","2,486,922",251,"105,762","-119,737"
7761,三大未來,2026/06,"109,736","151,657","487,317","39,232",0,"47,269","-1,097"
7762,吉晟生,2026/06,"218,914","326,543","1,344,541","176,858","5,199","47,283","-129,436"
7763,崇舜,2026/06,"749,284","511,702","1,816,440","503,231","15,542","192,216","-156,115"
7764,聖州,2026/06,"130,148","1,956,100","2,524,223","1,023,086","12,177","60,822","-22,669"
7765,中華資安,2026/06,"1,212,825","60,844","3,101,951","1,187,389","92,746","134,552","-17,367"
7767,仁大資訊,2026/06,"134,560","730,006","3,086,072","2,184,589","9,252","-143,189","-11,059"
7768,頌勝科技,2026/06,"2,340,365","2,378,802","6,895,631","2,373,762","100,188","117,672","-952,071"
7769,鴻勁,2026/06,"52,690,125","2,658,302","85,358,719","28,478,127","897,872","2,610,926","-1,262,476"
7770,君曜,2026/06,"314,476","55,449","729,948","161,500","24,352","-97,867",-300
7771,綠基,2026/06,"204,430","55,110","670,762","347,421","32,798","-8,302","-2,938"
7772,耀穎,2026/06,"324,729","480,168","1,416,754","400,541","28,574","61,671","-19,758"
7773,富禾生醫,2026/06,"9,123","28,096","552,461","14,294","23,850","-12,672","-11,434"
7776,奧孟亞,2026/06,"158,334","5,822","357,488","8,126","49,624","-54,387",-761
7777,能率亞洲,2026/06,"300,672",0,"2,309,033","26,088",0,"-262,801",0
7779,鍇睿國際,2026/06,"127,040","22,139","246,868","120,588",0,"-15,247","-1,547"
7780,大研生醫*,2026/06,"5,261,098","1,206","6,177,378","1,305,568","4,203","104,922",-322
7781,昕力資*,2026/06,"138,555","114,763","962,030","671,698","18,275","-124,479","-47,027"
7782,光速火箭,2026/06,"239,931","254,076","846,741","382,327","5,980","18,014","-1,869"
7783,佳運,2026/06,"668,420","779,901","2,135,420","795,938",0,"340,643","-67,294"
7784,安邦生技*,2026/06,"181,362","14,872","317,752","95,458","113,237","-129,616",-236
7785,北祥科服,2026/06,"301,232","224,712","1,606,245","807,944","19,699",934,"-3,865"
7786,東方風能,2026/06,"826,594","4,331,559","19,176,899","9,445,228",0,"1,193,499","-3,743,369"
7788,松川精密,2026/06,"1,890,189","3,683,682","13,361,634","6,564,053","116,599","29,621","-300,474"
7789,開展,2026/06,"259,122","288,113","1,771,461","1,472,655","2,444","145,403","-66,169"
7790,思必瑞特,2026/06,"132,653","198,105","542,343","162,650","8,702","-5,036","-131,915"
7791,皇家可口,2026/06,"382,594","1,015,816","3,809,434","616,373","21,840","4,432","-64,119"
7792,安葆,2026/06,"1,305,232","416,698","6,177,407","2,858,005","4,344","-192,869","-1,610"
7794,宏碁智新,2026/06,"484,679","85,417","1,239,576","772,867",0,"32,100","-6,061"
7795,長廣,2026/06,"2,343,589","155,008","4,016,816","1,174,685","14,146","321,612","-32,630"
7796,擷發科,2026/06,"124,681","36,870","206,637","108,286","46,359","-105,589","-21,178"
7797,Q Burger,2026/06,"162,464","1,469,224","3,052,923","2,724,416","4,266","160,346","-61,754"
7798,將捷,2026/06,"676,022","2,910,104","16,635,061","12,410,019",0,"193,136","-61,142"
7799,禾榮科,2026/06,"536,337","280,726","11,493,918","329,069","141,478","-431,894","-28,925"
7801,華芸科技,2026/06,"214,042","2,146","513,065","242,482","26,718","24,266","-63,543"
7803,雲象科技-創,2026/06,"535,287","34,632","663,008","81,961","49,577","-146,912","-6,921"
7805,威聯通,2026/06,"1,590,679","2,809,238","11,289,193","3,568,865","467,667","62,717","-220,774"
7806,精華生醫,2026/06,"74,711","691,588","1,120,943","346,341","5,591","54,787","-92,220"
7808,訊聯智藥,2026/06,"31,269","120,904","1,278,061","85,325","24,796","-49,199","-4,981"
7810,捷創科技,2026/06,"772,042","91,066","1,277,436","328,778","21,781","76,550","-6,188"
7811,民盛,2026/06,"698,439","1,074,439","3,016,829","1,028,454","49,842","110,378","-32,786"
7812,稜研科技*,2026/06,"279,259","104,302","1,061,085","155,303","69,434","-65,797","-46,184"
7813,宇辰系統,2026/06,"426,017","51,378","2,781,652","1,382,305","20,333","-244,397","-33,727"
7814,海昌生技,2026/06,"141,033","60,676","310,538","18,838","4,567",566,-267
7815,新特,2026/06,"327,580","750,268","2,016,949","505,933","57,336","114,598","-196,196"
7816,來穎,2026/06,"308,415","168,746","2,103,764","1,220,818","45,596","72,869","-24,675"
7818,溢泰實業,2026/06,"1,362,443","4,789,694","14,899,509","5,462,268","259,703","1,071,220","-322,277"
7819,精誠金融,2026/06,"66,987","20,483","773,603","178,474","3,027","-137,160","-1,276"
7820,立盈,2026/06,"31,874","775,648","1,879,684","637,265","4,234","61,743","-4,449"
7821,神數,2026/06,"2,707,123","220,779","7,568,570","4,882,975","414,211","-68,218","-48,187"
7822,倍利科,2026/06,"4,927,856","170,060","8,257,853","2,221,524","154,101","194,553","-45,517"
7824,智寶,2026/06,"237,762","11,676","1,016,794","270,176",0,"127,968",-201
7825,和亞智慧,2026/06,"73,990","177,525","857,957","438,989","54,540","-21,776","-13,801"
7826,極風雲創,2026/06,"131,542","44,754","213,600","60,971","13,719","-10,084","-38,796"
7828,創新服務,2026/06,"1,303,289","1,343,944","5,777,084","609,314","115,496","4,762","-932,216"
7829,思捷優達-KY,2026/06,"1,078,324","3,129","1,102,345","36,272","167,433","-180,586",-799
7831,捷博,2026/06,"10,845","99,161","681,775","514,551",0,"-1,016","-11,213"
7832,智新生技*,2026/06,"368,629","153,261","917,838","55,209","53,533","-57,980","-43,735"
7833,綠岩能源,2026/06,"187,641","1,704,614","3,573,455","2,301,773",0,"145,555","-335,317"
7834,來毅數位,2026/06,"16,852","14,016","128,940","151,155","23,630","-24,934",-397
7835,永悅健康-創,2026/06,"288,511","7,674","718,113","538,998","16,514","12,740","-3,859"
7836,智生活,2026/06,"23,028","531,231","1,954,503","1,000,472","36,221","122,178","-31,897"
7837,啟新生,2026/06,"249,828","435,168","1,439,741","691,915","19,292","103,665","-103,548"
7839,達人網,2026/06,"70,219",313,"311,768","75,356","7,855","19,415",0
7840,祥圃,2026/06,"136,722","1,376,192","2,338,521","1,137,186","2,903","-87,392","-137,631"
7841,經貿聯網,2026/06,"119,740","301,950","889,911","287,331","5,641","-59,395",-172
7842,天能綠電,2026/06,"626,057","6,055","1,500,368","653,762",0,"37,386",-156
7843,英柏得,2026/06,"425,830","6,850","1,020,968","268,770","58,261","-6,852","-2,713"
7846,德揚,2026/06,"253,481","465,994","1,386,947","640,346","5,130","135,412","-29,331"
7847,豊漁,2026/06,"34,844","386,372","788,783","607,925","1,000","-35,723","-30,961"
7848,騏億鑫,2026/06,"882,447","1,128,432","3,639,701","2,228,276","5,102","127,389","-88,749"
7849,旭誼,2026/06,"92,611","1,484","808,167","614,818",0,"145,618",0
7850,寶泰生醫,2026/06,"157,125","11,718","1,071,362","54,273","51,537","-115,766",-77
7851,慧康生技*-KY,2026/06,"168,406","1,993","229,740","48,642","30,632","-86,378",-159
7853,政美應用,2026/06,"302,512","309,823","1,248,176","756,060","68,395","-56,490","-2,573"
7854,佐茂,2026/06,"159,628","422,958","1,478,700","776,125","25,930","-32,472","-35,059"
7855,和運租車,2026/06,"317,525","48,006,178","61,181,326","54,605,515","53,111","10,608,270","-9,158,928"
7856,漢測,2026/06,"1,063,151","414,168","3,001,272","1,179,187","230,308","626,312","-126,449"
7857,合水先進,2026/06,"363,049","788,517","2,898,066","1,738,833","7,667","-60,393","-21,184"
7858,芝普,2026/06,"139,728","473,611","1,245,000","652,410","13,228","-31,487","-25,669"
7860,得生製藥,2026/06,"331,591","660,988","1,355,161","316,428","9,309","10,626","-20,501"
7861,貝爾威勒,2026/06,"2,085,501","2,285,570","10,030,985","6,330,470","356,787","1,101,338","-301,452"
7862,聚泰,2026/06,"48,682","1,018,529","1,394,592","953,669","5,700","43,870","-157,589"
7863,中科,2026/06,"52,300","86,298","1,667,911","540,940",0,"76,727","-17,316"
7865,金聯成,2026/06,"108,012","888,034","1,223,533","815,459",562,"23,449","-43,879"
7866,丹立,2026/06,"345,523","71,118","2,631,558","1,208,774","13,679","-61,199","-3,267"
7867,特力屋,2026/06,"774,361","1,848,419","10,495,432","7,418,143",0,"212,804","-68,415"
7868,聖育,2026/06,"268,276","366,605","986,604","556,421",0,"80,355",-184
7869,宏于電機,2026/06,"201,600","987,137","3,554,661","1,930,267","25,348","-114,200","-124,539"
7870,聯剛科技,2026/06,"134,300","206,809","544,554","211,307","13,202","6,582","-3,699"
7871,安立璽榮-KY,2026/06,"808,062","6,696","862,166","95,072","127,116","-101,412",-236
7872,登豐,2026/06,"375,956","12,267","796,930","201,704","34,534","2,481","-3,198"
7873,瑞峰,2026/06,"1,389,423","1,414,824","3,380,658","1,238,550","23,540","239,197","-295,556"
7875,安圖斯,2026/06,"28,701","2,302","1,663,120","1,317,783","22,531","-567,936",-386
7876,鼎晉生技,2026/06,"143,097","108,621","1,243,371","71,609","198,940","-178,876","-4,361"
7877,海利普,2026/06,"325,103","426,282","1,825,464","847,868",0,"37,908","-5,419"
7878,藥祇,2026/06,"217,023","3,073","600,644","17,470","39,194","-43,432","-1,733"
7879,益材科技,2026/06,"332,495","877,159","1,400,771","365,588","8,299","-15,598","-172,520"
7880,聖凰,2026/06,"578,407","807,344","2,220,844","914,111","21,104","96,168","-222,627"
7881,科明,2026/06,"127,604","146,776","775,221","381,272",0,"33,583",0
7882,倍利創投,2026/06,"178,325",524,"3,112,753","371,731",0,"-336,027",-329
7883,饗賓,2026/06,"1,356,089","4,110,977","11,125,505","7,911,818",0,"997,755","-544,941"
7885,宏羚,2026/06,"141,734","311,148","1,131,428","674,151",0,-704,"-16,570"
7886,科建,2026/06,"46,504","324,693","684,625","385,834","4,332","14,731","-32,406"
7887,宇川精材,2026/06,"1,280,035","232,104","1,851,898","220,029","11,346","-3,278","-71,728"
7888,麗寶新藥,2026/06,"642,006","1,525","916,211","20,188","161,995","-157,788",-502
7889,騰勢,2026/06,"377,735","252,911","976,472","465,636","1,329","7,641",-477
7890,明曜科技,2026/06,"318,862","90,064","936,178","334,048","33,088","243,544","-9,800"
7891,博研醫藥,2026/06,"94,305",0,"160,917","4,672","6,199","-14,549",0
7892,元鈦科,2026/06,"766,768","425,607","2,550,874","514,016","38,379","21,095","-371,838"
7893,睿信,2026/06,"359,594","370,382","1,099,106","256,787","3,788","24,903","-35,443"
7894,瀚軒,2026/06,"658,472","47,291","1,312,335","574,887","11,923","35,261","-6,138"
7895,元進莊,2026/06,"51,119","1,093,006","1,965,589","1,173,198","8,605","120,287","-223,867"
7896,喬越,2026/06,"943,675","404,336","3,919,302","2,365,304","4,441","-97,812","-1,956"
7897,禾迅綠電,2026/06,"304,568","2,058,217","2,842,820","1,572,378",0,"31,269","-313,891"
7898,乾瞻,2026/06,"760,697","24,216","1,102,161","145,529","144,496","73,414","-4,706"
7899,景美,2026/06,"24,008","705,730","1,495,996","998,075","13,359","16,335","-217,556"
7901,大大寬頻,2026/06,"1,802,279","652,023","3,303,911","622,611",0,"234,953","-79,836"
7902,宇越生醫*,2026/06,"85,266","20,511","331,695","26,894","27,859","-30,879","-3,951"
7904,任開數位,2026/06,"79,603","2,555","200,321","85,239",0,"-79,078",-48
7907,錸恩帕斯,2026/06,"479,577","1,027,239","3,295,915","1,713,883","10,393","-69,636","-150,115"
7909,鈺祥,2026/06,"273,721","1,109,190","3,125,149","1,336,117","62,110","80,137","-205,780"
7911,阿波羅電力,2026/06,"555,179","19,219","1,343,958","605,352","10,940","87,028","-1,560"
7912,新聿科,2026/06,"440,065","149,028","1,233,309","551,800","11,589","94,419","-76,386"
7913,通寶半導體,2026/06,"228,328","35,526","1,357,487","618,650","112,505","150,700","-31,850"
7915,廌家,2026/06,"182,950","168,730","913,854","247,876","14,014","72,207","-8,624"
7917,源傑,2026/06,"729,029","73,103","2,004,769","541,536","72,679","-104,852","-36,614"
7918,創鉅材料,2026/06,"536,692","542,483","4,543,630","2,442,548","43,357","78,367","-181,319"
7919,禾蒼,2026/06,"158,518","2,789","344,505","99,612","17,897","-42,170",-855
7920,瀚陽*,2026/06,"99,391","1,355","508,679","20,512","58,376","-44,345","-1,334"
7921,台普威,2026/06,"393,753","34,736","2,271,592","1,148,482",0,"-242,497","-33,328"
7922,源點*,2026/06,"163,825","590,004","1,819,773","1,181,720","5,054","9,259","-72,297"
7924,TLC-KY,2026/06,"1,382,549","543,088","2,701,927","1,035,440","934,508","-719,149","-66,972"
7925,健生,2026/06,"583,751","1,485,089","3,852,585","1,173,391","21,609","135,477","-30,067"
7926,中華立鼎,2026/06,"231,213","111,007","546,246","111,550","11,764","145,978","-34,458"
7927,連距電機,2026/06,"628,073","419,601","2,611,836","987,981","5,297","201,823","-24,783"
7928,合聖科技*,2026/06,"375,097","11,574","479,648","67,169","43,448","-35,653","-22,227"
7929,碩通散熱,2026/06,"216,656","61,315","906,917","306,628","12,566","50,930","-51,161"
7930,威世波,2026/06,"199,616","177,395","877,155","458,873","15,506","4,114","-50,452"
7931,續升綠能,2026/06,"468,670","77,693","1,673,260","1,204,774",0,"179,992","-29,992"
7932,昱鐳應材,2026/06,"1,058,642","84,831","1,933,667","284,213","40,514","-143,181","-36,523"
7933,威旭,2026/06,"179,257","491,145","851,196","488,014","4,022","15,483","-230,896"
7935,安富科技,2026/06,"661,986","321,627","1,927,983","755,605","100,200","-69,250","-22,047"
7936,寰聖,2026/06,"166,729","15,514","380,969","59,474","12,133","36,337",-922
7939,技宸,2026/06,"130,611","9,212","1,180,354","741,911","49,508","-295,021","-6,785"
7942,東佑達,2026/06,"632,718","1,208,337","4,476,376","2,863,753","69,576","142,082","-143,595"
7943,鴻璟科技,2026/06,"383,617","4,277","585,830","112,445","30,050","23,620","-1,916"
7944,睿禾金碳,2026/06,"378,505","4,668,545","7,311,741","6,001,503","7,993","130,014","-36,972"
7945,廣盛科技,2026/06,"80,436","12,305","594,725","144,507","30,459","17,699","-2,118"
8011,台通,2026/06,"562,188","2,875,012","7,127,908","3,267,288","1,612","316,585","-522,073"
8016,矽創,2026/06,"6,778,486","2,418,313","25,331,658","7,980,491","1,604,097","2,534,347","-409,898"
8021,尖點,2026/06,"2,504,065","3,140,918","11,007,160","4,111,622","108,353","198,595","-1,381,402"
8024,佑華,2026/06,"140,295","115,817","430,581","38,260","32,339","-26,483",0
8027,鈦昇,2026/06,"527,588","1,666,159","4,465,765","1,569,834","127,601","131,339","-219,107"
8028,昇陽半導體,2026/06,"967,948","9,753,972","13,958,127","7,846,682","46,601","501,211","-1,661,294"
8029,久尹,2026/06,"143,739","357,069","1,272,075","470,078","10,604","19,995","-42,343"
8032,光菱,2026/06,"595,593","76,066","3,930,051","1,730,980","29,885","-249,067",-609
8033,雷虎,2026/06,"706,011","1,224,006","4,487,767","1,049,864","96,080","-86,703","-710,689"
8034,榮群,2026/06,"109,735","5,635","841,181","171,415","31,624","-24,823",-367
8038,長園科,2026/06,"357,477","349,870","1,429,740","801,287","13,454","11,662",-923
8039,台虹,2026/06,"3,941,148","4,549,359","16,600,181","5,375,582","290,027","853,040","-272,433"
8040,九暘,2026/06,"2,104,873","266,411","2,676,028","195,480","119,853","47,938","-3,885"
8042,金山電,2026/06,"1,570,007","2,673,937","10,137,998","5,493,780","56,655","27,423","-526,401"
8043,蜜望實,2026/06,"923,116","111,507","5,675,502","2,835,922",0,"-284,897","-2,735"
8044,網家,2026/06,"3,912,934","1,399,684","32,229,881","23,502,801","280,754","215,215","-34,122"
8045,達運光電,2026/06,"696,840","445,483","3,103,694","1,159,668","59,088","-101,309","-40,352"
8046,南電,2026/06,"10,383,363","33,208,512","64,843,487","15,582,593",0,"2,996,931","-773,519"
8047,星雲,2026/06,"361,592","788,038","2,468,179","1,092,048","19,502","-4,288","-4,162"
8048,德勝,2026/06,"456,077","259,698","1,666,515","489,441","45,456","-14,745",-789
8049,晶采,2026/06,"272,315","321,190","3,122,823","538,642","15,924","82,744","-19,829"
8050,廣積,2026/06,"1,071,135","3,985,230","14,811,521","6,628,740","207,616","-1,382,338","-27,446"
8054,安國,2026/06,"1,578,307","116,488","8,443,125","4,105,137","396,034","657,374","-53,346"
8058,耐特,2026/06,"498,026","844,334","3,221,917","1,564,032","56,304","10,344","-62,288"
8059,凱碩,2026/06,"2,302,102","91,584","8,810,441","7,457,650","196,688","-716,930","-20,041"
8064,東捷,2026/06,"1,937,611","582,007","6,505,179","2,054,112","60,790","196,004","-6,964"
8066,來思達,2026/06,"354,825","395,802","1,584,890","960,114",0,"32,056",-505
8067,志旭,2026/06,"20,593","90,371","369,462","224,054",0,"6,371",0
8068,全達,2026/06,"89,818","132,357","2,130,779","943,035",941,"-174,552","-2,782"
8069,元太,2026/06,"19,775,754","13,881,766","120,933,647","43,919,093","2,482,264","2,180,552","-1,158,283"
8070,長華*,2026/06,"7,059,415","3,255,890","52,205,815","20,365,257","212,572","359,528","-323,527"
8071,能率網通,2026/06,"576,879","859,566","2,803,392","1,765,469","12,031","-1,774","-388,606"
8072,陞泰,2026/06,"331,301","692,546","2,743,285","364,106","15,106","34,014",0
